,director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,combined
3735,Bruce Malmuth,Lindsay Wagner,Action Crime Thriller,Sylvester Stallone,Nighthawks,Persis Khambatta,Bruce Malmuth Lindsay Wagner Action Crime Thriller Sylvester Stallone Persis Khambatta
3736,Rob Hedden,Peter Mark Richman,Adventure Horror,Kane Hodder,Friday the 13th Part VIII: Jason Takes Manhattan,Scott Reeves,Rob Hedden Peter Mark Richman Adventure Horror Kane Hodder Scott Reeves
3737,Joel Zwick,Louis Mandylor,Comedy Family Romance,Nia Vardalos,My Big Fat Greek Wedding,Lainie Kazan,Joel Zwick Louis Mandylor Comedy Family Romance Nia Vardalos Lainie Kazan
3738,Harmony Korine,Heather Morris,Crime Drama,James Franco,Spring Breakers,Rachel Korine,Harmony Korine Heather Morris Crime Drama James Franco Rachel Korine
3739,Joe Chappelle,Kim Darby,Horror Thriller,Donald Pleasence,Halloween: The Curse of Michael Myers,Mitchell Ryan,Joe Chappelle Kim Darby Horror Thriller Donald Pleasence Mitchell Ryan
3740,Alfonso Cuarón,Daniel Giménez Cacho,Adventure Comedy Drama Romance,Maribel Verdú,Y Tu Mamá También,María Aura,Alfonso Cuarón Daniel Giménez Cacho Adventure Comedy Drama Romance Maribel Verdú María Aura
3741,Edgar Wright,Dylan Moran,Comedy Horror,Peter Serafinowicz,Shaun of the Dead,Rafe Spall,Edgar Wright Dylan Moran Comedy Horror Peter Serafinowicz Rafe Spall
3742,Mickey Liddell,Randy Wayne,Drama Horror Thriller,Jessica Lowndes,The Haunting of Molly Hartley,Haley Bennett,Mickey Liddell Randy Wayne Drama Horror Thriller Jessica Lowndes Haley Bennett
3743,John Sayles,Clifton James,Drama Mystery,Matthew McConaughey,Lone Star,Miriam Colon,John Sayles Clifton James Drama Mystery Matthew McConaughey Miriam Colon
3744,Dwight H. Little,Kathleen Kinmont,Horror Thriller,Donald Pleasence,Halloween 4: The Return of Michael Myers,Ellie Cornell,Dwight H. Little Kathleen Kinmont Horror Thriller Donald Pleasence Ellie Cornell
3745,Fred Walton,Deborah Foreman,Horror Mystery,Thomas F. Wilson,April Fool's Day,Clayton Rohner,Fred Walton Deborah Foreman Horror Mystery Thomas F. Wilson Clayton Rohner
3746,Barry Levinson,Daniel Stern,Comedy Drama,Steve Guttenberg,Diner,Ellen Barkin,Barry Levinson Daniel Stern Comedy Drama Steve Guttenberg Ellen Barkin
3747,Steve Carver,William Sanderson,Action Crime Drama Thriller Western,David Carradine,Lone Wolf McQuade,Robert Beltran,Steve Carver William Sanderson Action Crime Drama Thriller Western David Carradine Robert Beltran
3748,Gonzalo López-Gallego,Ryan Robbins,Horror Mystery Sci-Fi Thriller,Warren Christie,Apollo 18,Andrew Airlie,Gonzalo López-Gallego Ryan Robbins Horror Mystery Sci-Fi Thriller Warren Christie Andrew Airlie
3749,Christine Jeffs,Mary Lynn Rajskub,Comedy Drama,Clifton Collins Jr.,Sunshine Cleaning,Paul Dooley,Christine Jeffs Mary Lynn Rajskub Comedy Drama Clifton Collins Jr. Paul Dooley
3750,John Erick Dowdle,Claire Geare,Action Thriller,Sterling Jerins,No Escape,Sahajak Boonthanakit,John Erick Dowdle Claire Geare Action Thriller Sterling Jerins Sahajak Boonthanakit
3751,Don Coscarelli,John Amos,Action Adventure Fantasy,Vanna Bonta,The Beastmaster,Rip Torn,Don Coscarelli John Amos Action Adventure Fantasy Vanna Bonta Rip Torn
3752,King Vidor,George Sanders,Drama History Romance War,Gina Lollobrigida,Solomon and Sheba,Finlay Currie,King Vidor George Sanders Drama History Romance War Gina Lollobrigida Finlay Currie
3753,Michael Tiddes,Mike Epps,Comedy,Fred Willard,Fifty Shades of Black,Russell Peters,Michael Tiddes Mike Epps Comedy Fred Willard Russell Peters
3754,Bill Duke,Jenifer Lewis,Drama Romance,Eddie Cibrian,Not Easily Broken,Wood Harris,Bill Duke Jenifer Lewis Drama Romance Eddie Cibrian Wood Harris
3755,Frank Borzage,Helen Hayes,Drama Romance War,Gary Cooper,A Farewell to Arms,Adolphe Menjou,Frank Borzage Helen Hayes Drama Romance War Gary Cooper Adolphe Menjou
3756,Bille Woodruff,Brandy Norwood,Comedy Romance,Donald Faison,The Perfect Match,Lauren London,Bille Woodruff Brandy Norwood Comedy Romance Donald Faison Lauren London
3757,Mamoru Hosoda,Colleen O'Shaughnessey,Action Adventure Animation Family Sci-Fi,Lara Jill Miller,Digimon: The Movie,Mona Marshall,Mamoru Hosoda Colleen O'Shaughnessey Action Adventure Animation Family Sci-Fi Lara Jill Miller Mona Marshall
3758,Brian Dannelly,Patrick Fugit,Comedy Drama,Macaulay Culkin,Saved!,Eva Amurri Martino,Brian Dannelly Patrick Fugit Comedy Drama Macaulay Culkin Eva Amurri Martino
3759,Denys Arcand,Stéphane Rousseau,Comedy Crime Drama Mystery Romance,Marie-Josée Croze,The Barbarian Invasions,Marina Hands,Denys Arcand Stéphane Rousseau Comedy Crime Drama Mystery Romance Marie-Josée Croze Marina Hands
3760,Richard Lester,Denholm Elliott,Adventure Drama Romance,Robert Shaw,Robin and Marian,Nicol Williamson,Richard Lester Denholm Elliott Adventure Drama Romance Robert Shaw Nicol Williamson
3761,J.S. Cardone,Kerr Smith,Horror Thriller,Brendan Fehr,The Forsaken,Izabella Miko,J.S. Cardone Kerr Smith Horror Thriller Brendan Fehr Izabella Miko
3762,Guy Hamilton,Carl Weathers,Action Drama War,Harrison Ford,Force 10 from Navarone,Franco Nero,Guy Hamilton Carl Weathers Action Drama War Harrison Ford Franco Nero
3763,Jay Levey,Gedde Watanabe,Comedy Drama,Fran Drescher,UHF,Michael Richards,Jay Levey Gedde Watanabe Comedy Drama Fran Drescher Michael Richards
3764,Nicholaus Goossen,Joel David Moore,Comedy,Linda Cardellini,Grandma's Boy,Shirley Jones,Nicholaus Goossen Joel David Moore Comedy Linda Cardellini Shirley Jones
3765,Tamara Jenkins,Kevin Corrigan,Comedy Drama,Natasha Lyonne,Slums of Beverly Hills,Jessica Walter,Tamara Jenkins Kevin Corrigan Comedy Drama Natasha Lyonne Jessica Walter
3766,Sergio Leone,Woody Strode,Western,Claudia Cardinale,Once Upon a Time in the West,Jack Elam,Sergio Leone Woody Strode Western Claudia Cardinale Jack Elam
3767,Jon Favreau,Faizon Love,Comedy Crime Drama Thriller,Jon Favreau,Made,Jonathan Silverman,Jon Favreau Faizon Love Comedy Crime Drama Thriller Jon Favreau Jonathan Silverman
3768,Duncan Jones,Matt Berry,Drama Mystery Sci-Fi,Kevin Spacey,Moon,Benedict Wong,Duncan Jones Matt Berry Drama Mystery Sci-Fi Kevin Spacey Benedict Wong
3769,Scott Marshall,Jami Gertz,Comedy,Miranda Cosgrove,Keeping Up with the Steins,Carter Jenkins,Scott Marshall Jami Gertz Comedy Miranda Cosgrove Carter Jenkins
3770,Ronan Chapalain,Guillaume Denaiffe,Documentary,Norbert Ferrer,Sea Rex 3D: Journey to a Prehistoric World,Chloe Hollings,Ronan Chapalain Guillaume Denaiffe Documentary Norbert Ferrer Chloe Hollings
3771,Atom Egoyan,Sarah Polley,Drama,Bruce Greenwood,The Sweet Hereafter,Simon Baker,Atom Egoyan Sarah Polley Drama Bruce Greenwood Simon Baker
3772,Xavier Beauvois,Michael Lonsdale,Drama,Lambert Wilson,Of Gods and Men,Olivier Rabourdin,Xavier Beauvois Michael Lonsdale Drama Lambert Wilson Olivier Rabourdin
3773,Randall Miller,Freddy Rodríguez,Comedy Drama,Alan Rickman,Bottle Shock,Greg Collins,Randall Miller Freddy Rodríguez Comedy Drama Alan Rickman Greg Collins
3774,Jerry Belson,Tim Thomerson,Comedy Music Sci-Fi,Cassandra Peterson,Jekyll and Hyde... Together Again,Bess Armstrong,Jerry Belson Tim Thomerson Comedy Music Sci-Fi Cassandra Peterson Bess Armstrong
3775,Peter Jackson,Jed Brophy,Biography Crime Drama Romance Thriller,Kate Winslet,Heavenly Creatures,Liz Mullane,Peter Jackson Jed Brophy Biography Crime Drama Romance Thriller Kate Winslet Liz Mullane
3776,Michael Polish,Bobby Batson,Drama,Hayden Christensen,90 Minutes in Heaven,Cynthia Barrett,Michael Polish Bobby Batson Drama Hayden Christensen Cynthia Barrett
3777,Dan Rush,Scott Takeda,Comedy Drama,Will Ferrell,Everything Must Go,Stephen Root,Dan Rush Scott Takeda Comedy Drama Will Ferrell Stephen Root
3778,Jake Kasdan,Ryan O'Neal,Comedy Crime Drama Mystery Thriller,Kim Dickens,Zero Effect,Angela Featherstone,Jake Kasdan Ryan O'Neal Comedy Crime Drama Mystery Thriller Kim Dickens Angela Featherstone
3779,Brad Anderson,Jennifer Jason Leigh,Drama Thriller,Christian Bale,The Machinist,Reg E. Cathey,Brad Anderson Jennifer Jason Leigh Drama Thriller Christian Bale Reg E. Cathey
3780,Paul Schrader,Jane Adams,Crime Drama,Dana Delany,Light Sleeper,David Clennon,Paul Schrader Jane Adams Crime Drama Dana Delany David Clennon
3781,Michael Cuesta,Paz Vega,Biography Crime Drama Mystery Thriller,Jeremy Renner,Kill the Messenger,Robert Pralgo,Michael Cuesta Paz Vega Biography Crime Drama Mystery Thriller Jeremy Renner Robert Pralgo
3782,John Cameron Mitchell,Jon Tenney,Drama,Dianne Wiest,Rabbit Hole,Tammy Blanchard,John Cameron Mitchell Jon Tenney Drama Dianne Wiest Tammy Blanchard
3783,Fenton Bailey,Mia Kirshner,Biography Crime Drama Thriller,Macaulay Culkin,Party Monster,Marilyn Manson,Fenton Bailey Mia Kirshner Biography Crime Drama Thriller Macaulay Culkin Marilyn Manson
3784,Jeremy Saulnier,Mark Webber,Crime Horror Music Thriller,Alia Shawkat,Green Room,Joe Cole,Jeremy Saulnier Mark Webber Crime Horror Music Thriller Alia Shawkat Joe Cole
3785,Billy Kent,Tim Russ,Comedy Drama Romance,Liza Minnelli,The Oh in Ohio,Winter Ave Zoli,Billy Kent Tim Russ Comedy Drama Romance Liza Minnelli Winter Ave Zoli
3786,James Manera,Greg Germann,Drama Mystery Sci-Fi,Joaquim de Almeida,Atlas Shrugged: Who Is John Galt?,Kristoffer Polaha,James Manera Greg Germann Drama Mystery Sci-Fi Joaquim de Almeida Kristoffer Polaha
3787,Wes Anderson,Darryl Cox,Comedy Crime Drama,Andrew Wilson,Bottle Rocket,Lumi Cavazos,Wes Anderson Darryl Cox Comedy Crime Drama Andrew Wilson Lumi Cavazos
3788,Kevin Spacey,Joe Mantegna,Crime Drama Thriller,Viggo Mortensen,Albino Alligator,Faye Dunaway,Kevin Spacey Joe Mantegna Crime Drama Thriller Viggo Mortensen Faye Dunaway
3789,Feroz Abbas Khan,Bhoomika Chawla,Biography Drama History,Akshaye Khanna,"Gandhi, My Father",Darshan Jariwala,Feroz Abbas Khan Bhoomika Chawla Biography Drama History Akshaye Khanna Darshan Jariwala
3790,Errol Morris,Megan Ambuhl Graner,Crime Documentary War,Jeffrey Frost,Standard Operating Procedure,Ken Davis,Errol Morris Megan Ambuhl Graner Crime Documentary War Jeffrey Frost Ken Davis
3791,Dennis Hopper,Don Gordon,Drama,Raymond Burr,Out of the Blue,Jim Byrnes,Dennis Hopper Don Gordon Drama Raymond Burr Jim Byrnes
3792,Eli Craig,Tyler Labine,Comedy Horror,Katrina Bowden,Tucker and Dale vs Evil,Chelan Simmons,Eli Craig Tyler Labine Comedy Horror Katrina Bowden Chelan Simmons
3793,Nicholas Fackler,Ellen Burstyn,Drama Romance,Adam Scott,"Lovely, Still",Martin Landau,Nicholas Fackler Ellen Burstyn Drama Romance Adam Scott Martin Landau
3794,Richard Wallace,Paul Fix,Adventure Drama Romance,Judith Anderson,Tycoon,Laraine Day,Richard Wallace Paul Fix Adventure Drama Romance Judith Anderson Laraine Day
3795,Morgan J. Freeman,John Heard,Drama,Ethan Suplee,Desert Blue,Sara Gilbert,Morgan J. Freeman John Heard Drama Ethan Suplee Sara Gilbert
3796,Matthew Hastings,Marc Trottier,Comedy Horror Sci-Fi,Meghan Ory,Decoys,Corey Sevier,Matthew Hastings Marc Trottier Comedy Horror Sci-Fi Meghan Ory Corey Sevier
3797,M. Night Shyamalan,Patch Darragh,Horror Thriller,Ocean James,The Visit,Olivia DeJonge,M. Night Shyamalan Patch Darragh Horror Thriller Ocean James Olivia DeJonge
3798,Brian De Palma,Daniel Stewart Sherman,Crime Thriller War,Mike Figueroa,Redacted,Kel O'Neill,Brian De Palma Daniel Stewart Sherman Crime Thriller War Mike Figueroa Kel O'Neill
3799,Klaus Menzel,Jacqueline Bisset,Mystery Romance Thriller,Adam Garcia,Fascination,Alice Evans,Klaus Menzel Jacqueline Bisset Mystery Romance Thriller Adam Garcia Alice Evans
3801,Oren Peli,Sandra Staggs,Horror Sci-Fi Thriller,Glenn Campbell,Area 51,Jelena Nik,Oren Peli Sandra Staggs Horror Sci-Fi Thriller Glenn Campbell Jelena Nik
3802,Jaume Balagueró,Tony Corvillo,Drama Horror Thriller,Luis Tosar,Sleep Tight,Marta Etura,Jaume Balagueró Tony Corvillo Drama Horror Thriller Luis Tosar Marta Etura
3803,Paul Andrew Williams,Doug Bradley,Comedy Crime Horror Thriller,Dave Legeno,The Cottage,Georgia Groome,Paul Andrew Williams Doug Bradley Comedy Crime Horror Thriller Dave Legeno Georgia Groome
3804,Stephen Herek,Callum Blue,Comedy Drama Fantasy,Henry Ian Cusick,Dead Like Me: Life After Death,Shenae Grimes-Beech,Stephen Herek Callum Blue Comedy Drama Fantasy Henry Ian Cusick Shenae Grimes-Beech
3805,Bob Saget,John Stamos,Animation Comedy,Alyson Hannigan,Farce of the Penguins,Jim Belushi,Bob Saget John Stamos Animation Comedy Alyson Hannigan Jim Belushi
3806,Jim Amatulli,Patricia Neal,Drama Family Music,Heather Locklear,Flying By,Katie Leclerc,Jim Amatulli Patricia Neal Drama Family Music Heather Locklear Katie Leclerc
3808,William H. Macy,Felicity Huffman,Comedy Drama Music,Billy Crudup,Rudderless,David Adam Flannery,William H. Macy Felicity Huffman Comedy Drama Music Billy Crudup David Adam Flannery
3809,Barrett Esposito,Cyndi Lauper,Animation Family,Chazz Palminteri,Henry & Me,Danny Aiello,Barrett Esposito Cyndi Lauper Animation Family Chazz Palminteri Danny Aiello
3810,Mitch Davis,Jon Heder,Comedy,Gary Cole,Christmas Eve,Cheryl Hines,Mitch Davis Jon Heder Comedy Gary Cole Cheryl Hines
3811,Eric Bross,Esai Morales,Crime Drama Thriller,Teri Polo,We Have Your Husband,Nicholas Gonzalez,Eric Bross Esai Morales Crime Drama Thriller Teri Polo Nicholas Gonzalez
3812,Paul Schrader,Irène Jacob,Drama Thriller,Nicolas Cage,Dying of the Light,Tomiwa Edun,Paul Schrader Irène Jacob Drama Thriller Nicolas Cage Tomiwa Edun
3813,Vicky Jewson,Sofia Black-D'Elia,Action Drama Thriller War,James Frain,Born of War,Lisa Kay,Vicky Jewson Sofia Black-D'Elia Action Drama Thriller War James Frain Lisa Kay
3814,Peter Hyams,Sam Waterston,Action Sci-Fi Thriller,David Huddleston,Capricorn One,Hal Holbrook,Peter Hyams Sam Waterston Action Sci-Fi Thriller David Huddleston Hal Holbrook
3815,Marc Bennett,Natasha Henstridge,Comedy Drama,Michael Rapaport,Should've Been Romeo,Costas Mandylor,Marc Bennett Natasha Henstridge Comedy Drama Michael Rapaport Costas Mandylor
3816,Mike Mayhall,Cody Howard,Family,David Raizor,Running Forever,Martin Kove,Mike Mayhall Cody Howard Family David Raizor Martin Kove
3817,Kevin Smith,Haley Joel Osment,Comedy Fantasy Horror Thriller,Johnny Depp,Yoga Hosers,Natasha Lyonne,Kevin Smith Haley Joel Osment Comedy Fantasy Horror Thriller Johnny Depp Natasha Lyonne
3818,Stanton Barrett,Michael Dudikoff,Action Horror,Mikal Vega,Navy Seals vs. Zombies,Ed Quinn,Stanton Barrett Michael Dudikoff Action Horror Mikal Vega Ed Quinn
3819,Jirí Menzel,Ivan Barnev,Comedy Drama Romance War,Julia Jentsch,I Served the King of England,Milan Lasica,Jirí Menzel Ivan Barnev Comedy Drama Romance War Julia Jentsch Milan Lasica
3820,Fatih Akin,Moritz Bleibtreu,Comedy Drama,Udo Kier,Soul Kitchen,Birol Ünel,Fatih Akin Moritz Bleibtreu Comedy Drama Udo Kier Birol Ünel
3821,Billy Bob Thornton,Dwight Yoakam,Drama,Robert Duvall,Sling Blade,J.T. Walsh,Billy Bob Thornton Dwight Yoakam Drama Robert Duvall J.T. Walsh
3822,Nick Murphy,Imelda Staunton,Horror Thriller,Isaac Hempstead Wright,The Awakening,Joseph Mawle,Nick Murphy Imelda Staunton Horror Thriller Isaac Hempstead Wright Joseph Mawle
3823,Eli Roth,Takashi Miike,Horror,Jay Hernandez,Hostel,Rick Hoffman,Eli Roth Takashi Miike Horror Jay Hernandez Rick Hoffman
3824,Michael Winterbottom,Shirley Henderson,Comedy Drama,Steve Coogan,Tristram Shandy: A Cock and Bull Story,Dylan Moran,Michael Winterbottom Shirley Henderson Comedy Drama Steve Coogan Dylan Moran
3825,Jeff Nichols,Shea Whigham,Drama Thriller,Katy Mixon,Take Shelter,Robert Longstreet,Jeff Nichols Shea Whigham Drama Thriller Katy Mixon Robert Longstreet
3826,Frank LaLoggia,Lukas Haas,Fantasy Horror Mystery Thriller,Alex Rocco,Lady in White,Katherine Helmond,Frank LaLoggia Lukas Haas Fantasy Horror Mystery Thriller Alex Rocco Katherine Helmond
3827,Jeremy Brock,Julie Walters,Comedy Drama,Rupert Grint,Driving Lessons,Tamsin Egerton,Jeremy Brock Julie Walters Comedy Drama Rupert Grint Tamsin Egerton
3828,Scott Foley,Greg Grunberg,Comedy Crime,Donald Faison,Let's Kill Ward's Wife,Dagmara Dominczyk,Scott Foley Greg Grunberg Comedy Crime Donald Faison Dagmara Dominczyk
3829,Tobe Hooper,Lou Perryman,Comedy Horror,Bill Johnson,The Texas Chainsaw Massacre 2,Jim Siedow,Tobe Hooper Lou Perryman Comedy Horror Bill Johnson Jim Siedow
3830,Sam Peckinpah,Bob Dylan,Biography Drama Romance Western,James Coburn,Pat Garrett & Billy the Kid,Jason Robards,Sam Peckinpah Bob Dylan Biography Drama Romance Western James Coburn Jason Robards
3831,Nicolas Winding Refn,Kristin Scott Thomas,Crime Drama,Ryan Gosling,Only God Forgives,Yayaying Rhatha Phongam,Nicolas Winding Refn Kristin Scott Thomas Crime Drama Ryan Gosling Yayaying Rhatha Phongam
3832,Christophe Ali,Isild Le Besco,Drama,Denis Lavant,Camping sauvage,Emmanuelle Bercot,Christophe Ali Isild Le Besco Drama Denis Lavant Emmanuelle Bercot
3833,Gabriela Tagliavini,Kate del Castillo,Comedy,Maria Conchita Alonso,Without Men,Camryn Manheim,Gabriela Tagliavini Kate del Castillo Comedy Maria Conchita Alonso Camryn Manheim
3834,Shekar,Diganth,Comedy Romance,Bhama,Barfi,Dileep Raj,Shekar Diganth Comedy Romance Bhama Dileep Raj
3835,Shona Auerbach,Sharon Small,Drama Romance,Gerard Butler,Dear Frankie,Jack McElhone,Shona Auerbach Sharon Small Drama Romance Gerard Butler Jack McElhone
3836,Leonard Farlinger,Gary Farmer,Western,Keith Carradine,All Hat,Stephen McHattie,Leonard Farlinger Gary Farmer Western Keith Carradine Stephen McHattie
3837,Michel Leclerc,Jacques Gamblin,Comedy Drama Romance,Sara Forestier,The Names of Love,Zinedine Soualem,Michel Leclerc Jacques Gamblin Comedy Drama Romance Sara Forestier Zinedine Soualem
3838,Analeine Cal y Mayor,Douglas Smith,Comedy Drama,Zoë Kravitz,Treading Water,Kim Ly,Analeine Cal y Mayor Douglas Smith Comedy Drama Zoë Kravitz Kim Ly
3839,Tom Kalin,Elena Anaya,Drama,Eddie Redmayne,Savage Grace,Stephen Dillane,Tom Kalin Elena Anaya Drama Eddie Redmayne Stephen Dillane
3840,Robert Sarkies,Matthew Sunderland,Crime Drama,William Kircher,Out of the Blue,Paul Glover,Robert Sarkies Matthew Sunderland Crime Drama William Kircher Paul Glover
3841,Hugh Wilson,Bubba Smith,Comedy,Steve Guttenberg,Police Academy,Michael Winslow,Hugh Wilson Bubba Smith Comedy Steve Guttenberg Michael Winslow
3842,Randal Kleiser,Christopher Atkins,Adventure Drama Romance,Brooke Shields,The Blue Lagoon,Leo McKern,Randal Kleiser Christopher Atkins Adventure Drama Romance Brooke Shields Leo McKern
3843,Mike Newell,James Fleet,Comedy Drama Romance,Kristin Scott Thomas,Four Weddings and a Funeral,Simon Callow,Mike Newell James Fleet Comedy Drama Romance Kristin Scott Thomas Simon Callow
3844,Amy Heckerling,Judge Reinhold,Comedy Drama,Jennifer Jason Leigh,Fast Times at Ridgemont High,Vincent Schiavelli,Amy Heckerling Judge Reinhold Comedy Drama Jennifer Jason Leigh Vincent Schiavelli
3845,John Huston,Richard Basehart,Adventure Drama,Royal Dano,Moby Dick,James Robertson Justice,John Huston Richard Basehart Adventure Drama Royal Dano James Robertson Justice
3846,Spike Lee,Rosario Dawson,Drama,Philip Seymour Hoffman,25th Hour,Aaron Stanford,Spike Lee Rosario Dawson Drama Philip Seymour Hoffman Aaron Stanford
3848,Lana Wachowski,Kevin Michael Richardson,Crime Drama Romance Thriller,Christopher Meloni,Bound,Peter Spellos,Lana Wachowski Kevin Michael Richardson Crime Drama Romance Thriller Christopher Meloni Peter Spellos
3849,Darren Aronofsky,Mark Margolis,Drama,Ellen Burstyn,Requiem for a Dream,Louise Lasser,Darren Aronofsky Mark Margolis Drama Ellen Burstyn Louise Lasser
3850,Walter Lang,Jeanne Crain,Musical Romance,Dana Andrews,State Fair,Frank McHugh,Walter Lang Jeanne Crain Musical Romance Dana Andrews Frank McHugh
3851,Carlos Saura,Juan Luis Galiardo,Drama Musical,Mía Maestro,Tango,Miguel Ángel Solá,Carlos Saura Juan Luis Galiardo Drama Musical Mía Maestro Miguel Ángel Solá
3852,Oliver Stone,John Savage,Drama History Thriller War,Jim Belushi,Salvador,Juan Fernández,Oliver Stone John Savage Drama History Thriller War Jim Belushi Juan Fernández
3853,Andrew Erwin,Sarah Drew,Comedy,Alex Kendrick,Moms' Night Out,Patricia Heaton,Andrew Erwin Sarah Drew Comedy Alex Kendrick Patricia Heaton
3854,Richard Kelly,Mary McDonnell,Drama Sci-Fi Thriller,Jake Gyllenhaal,Donnie Darko,James Duval,Richard Kelly Mary McDonnell Drama Sci-Fi Thriller Jake Gyllenhaal James Duval
